Cancer site,Sex,Age,Years,RegionID,Region,5-year RSR (%),SE,Lower 95%CI,Upper 95%CI
Liver,Both sexes,50 to 59,2014-18,3510.0,South East,19.3,6.8,8.1,34
Liver,Both sexes,50 to 59,2014-18,3511.0,Champlain,30.6,6.8,18,44.2
Liver,Both sexes,50 to 59,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,50 to 59,2014-18,3513.0,North East,17.5,7.8,5.7,34.6
Liver,Both sexes,50 to 59,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,50 to 59,2014-18,35.0,Ontario,28.8,2,24.9,32.8
Liver,Males,50 to 59,2014-18,3501.0,Erie St Clair,19.5,9.8,5,40.8
Liver,Males,50 to 59,2014-18,3502.0,South West,20.9,8.1,7.9,38.1
Liver,Males,50 to 59,2014-18,3503.0,Waterloo Wellington,15.5,7.9,4.2,33.5
Liver,Males,50 to 59,2014-18,3504.0,Hamilton Niagara Haldimand Brant,22.4,7.4,10.1,37.8
Liver,Males,50 to 59,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Males,50 to 59,2014-18,3506.0,Mississauga Halton,24,8.1,10.3,40.8
Liver,Males,50 to 59,2014-18,3507.0,Toronto Central,32.5,6.7,19.9,45.7
Liver,Males,50 to 59,2014-18,3508.0,Central,45,7.3,30.5,58.5
Liver,Males,50 to 59,2014-18,3509.0,Central East,36,8.1,20.6,51.5
Liver,Males,50 to 59,2014-18,3510.0,South East,21.1,8.7,7.3,39.7
Liver,Males,50 to 59,2014-18,3511.0,Champlain,32.7,9.8,15.1,51.7
Liver,Males,50 to 59,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Males,50 to 59,2014-18,3513.0,North East,13.7,7.7,3.2,31.9
Liver,Males,50 to 59,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Males,50 to 59,2014-18,35.0,Ontario,30.2,2.4,25.6,34.9
Liver,Females,50 to 59,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Females,50 to 59,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Females,50 to 59,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Females,50 to 59,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Liver,Females,50 to 59,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Females,50 to 59,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Liver,Females,50 to 59,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Liver,Females,50 to 59,2014-18,3508.0,Central,20.5,9.8,5.7,41.6
Liver,Females,50 to 59,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Liver,Females,50 to 59,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Females,50 to 59,2014-18,3511.0,Champlain,21.7,9.4,7,41.6
Liver,Females,50 to 59,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Females,50 to 59,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Females,50 to 59,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Females,50 to 59,2014-18,35.0,Ontario,24.1,3.9,16.9,32
Liver,Both sexes,60 to 69,2014-18,3501.0,Erie St Clair,21.2,5.9,11,33.6
Liver,Both sexes,60 to 69,2014-18,3502.0,South West,21.5,5.5,11.8,33.1
Liver,Both sexes,60 to 69,2014-18,3503.0,Waterloo Wellington,26.6,7.8,12.9,42.4
Liver,Both sexes,60 to 69,2014-18,3504.0,Hamilton Niagara Haldimand Brant,16.2,3.5,10.1,23.6
Liver,Both sexes,60 to 69,2014-18,3505.0,Central West,39.1,6.9,25.7,52.2
Liver,Both sexes,60 to 69,2014-18,3506.0,Mississauga Halton,33.1,6,21.7,44.9
Liver,Both sexes,60 to 69,2014-18,3507.0,Toronto Central,29.4,5.1,19.8,39.6
Liver,Both sexes,60 to 69,2014-18,3508.0,Central,35,5,25.5,44.7
Liver,Both sexes,60 to 69,2014-18,3509.0,Central East,23,3.9,15.9,31
Liver,Both sexes,60 to 69,2014-18,3510.0,South East,24.5,5.9,14,36.5
Liver,Both sexes,60 to 69,2014-18,3511.0,Champlain,29.7,5.2,19.9,40
Liver,Both sexes,60 to 69,2014-18,3512.0,North Simcoe Muskoka,18.9,5.9,9,31.6
Liver,Both sexes,60 to 69,2014-18,3513.0,North East,19.5,6.3,9.1,32.9
Liver,Both sexes,60 to 69,2014-18,3514.0,North West,22.5,8.6,8.5,40.6
Liver,Both sexes,60 to 69,2014-18,35.0,Ontario,26,1.5,23.2,29
Liver,Males,60 to 69,2014-18,3501.0,Erie St Clair,24.3,6.6,12.7,38
Liver,Males,60 to 69,2014-18,3502.0,South West,21.9,6.2,11.2,34.8
Liver,Males,60 to 69,2014-18,3503.0,Waterloo Wellington,26.1,9.4,10.3,45.2
Liver,Males,60 to 69,2014-18,3504.0,Hamilton Niagara Haldimand Brant,15.2,4,8.3,23.9
Liver,Males,60 to 69,2014-18,3505.0,Central West,43.5,8.1,27.5,58.4
Liver,Males,60 to 69,2014-18,3506.0,Mississauga Halton,46.1,7.9,30.2,60.5
Liver,Males,60 to 69,2014-18,3507.0,Toronto Central,32.5,6,21.2,44.2
Liver,Males,60 to 69,2014-18,3508.0,Central,40,6.4,27.6,52.1
Liver,Males,60 to 69,2014-18,3509.0,Central East,24.9,4.4,16.8,34
Liver,Males,60 to 69,2014-18,3510.0,South East,24,6.3,12.9,37
Liver,Males,60 to 69,2014-18,3511.0,Champlain,29.6,5.9,18.8,41.3
Liver,Males,60 to 69,2014-18,3512.0,North Simcoe Muskoka,23.9,7.8,10.7,40
Liver,Males,60 to 69,2014-18,3513.0,North East,22.3,7.3,10,37.6
Liver,Males,60 to 69,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Males,60 to 69,2014-18,35.0,Ontario,28.1,1.8,24.7,31.6
Liver,Females,60 to 69,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Females,60 to 69,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Females,60 to 69,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Females,60 to 69,2014-18,3504.0,Hamilton Niagara Haldimand Brant,17.9,7.4,6.4,34.1
Liver,Females,60 to 69,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Females,60 to 69,2014-18,3506.0,Mississauga Halton,9.9,5.9,2.2,24.7
Liver,Females,60 to 69,2014-18,3507.0,Toronto Central,20.8,9.6,6.2,41.4
Liver,Females,60 to 69,2014-18,3508.0,Central,21,7.1,9.2,36.1
Liver,Females,60 to 69,2014-18,3509.0,Central East,16.1,8.1,4.4,34.4
Liver,Females,60 to 69,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Females,60 to 69,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Liver,Females,60 to 69,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Females,60 to 69,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Females,60 to 69,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Females,60 to 69,2014-18,35.0,Ontario,18.3,2.6,13.5,23.6
Liver,Both sexes,70 to 79,2014-18,3501.0,Erie St Clair,11.5,4.5,4.5,21.9
Liver,Both sexes,70 to 79,2014-18,3502.0,South West,11.3,5.1,3.8,23.3
Liver,Both sexes,70 to 79,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,70 to 79,2014-18,3504.0,Hamilton Niagara Haldimand Brant,20.6,5,11.9,31
Liver,Both sexes,70 to 79,2014-18,3505.0,Central West,16.5,5.8,7.1,29.3
Liver,Both sexes,70 to 79,2014-18,3506.0,Mississauga Halton,21.2,5.7,11.3,33.2
Liver,Both sexes,70 to 79,2014-18,3507.0,Toronto Central,33.2,6.9,20.3,46.6
Liver,Both sexes,70 to 79,2014-18,3508.0,Central,29.5,5,20.2,39.4
Liver,Both sexes,70 to 79,2014-18,3509.0,Central East,24.1,4.9,15.2,34
Liver,Both sexes,70 to 79,2014-18,3510.0,South East,11.4,6.5,2.7,27.2
Liver,Both sexes,70 to 79,2014-18,3511.0,Champlain,14,3.7,7.7,22.1
Liver,Both sexes,70 to 79,2014-18,3512.0,North Simcoe Muskoka,12.7,5.8,4.2,26.2
Liver,Both sexes,70 to 79,2014-18,3513.0,North East,0,0,suppressed,suppressed
Liver,Both sexes,70 to 79,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,70 to 79,2014-18,35.0,Ontario,18.8,1.5,15.9,21.8
Liver,Males,70 to 79,2014-18,3501.0,Erie St Clair,14.2,5.8,5.3,27.3
Liver,Males,70 to 79,2014-18,3502.0,South West,15.6,7,5.1,31.4
Liver,Males,70 to 79,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Males,70 to 79,2014-18,3504.0,Hamilton Niagara Haldimand Brant,22.5,5.6,12.7,34.1
Liver,Males,70 to 79,2014-18,3505.0,Central West,15.2,6.8,5,30.6
Liver,Males,70 to 79,2014-18,3506.0,Mississauga Halton,18.9,7.2,7.4,34.5
Liver,Males,70 to 79,2014-18,3507.0,Toronto Central,29.4,7.8,15.4,44.9
Liver,Males,70 to 79,2014-18,3508.0,Central,30.4,6.4,18.6,43
Liver,Males,70 to 79,2014-18,3509.0,Central East,29.3,6,18.1,41.3
Liver,Males,70 to 79,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Males,70 to 79,2014-18,3511.0,Champlain,12.2,4.5,5.2,22.4
Liver,Males,70 to 79,2014-18,3512.0,North Simcoe Muskoka,14.2,7.1,3.9,30.7
Liver,Males,70 to 79,2014-18,3513.0,North East,0,0,suppressed,suppressed
Liver,Males,70 to 79,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Males,70 to 79,2014-18,35.0,Ontario,20.1,1.9,16.4,24
Liver,Females,70 to 79,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Females,70 to 79,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Females,70 to 79,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Females,70 to 79,2014-18,3504.0,Hamilton Niagara Haldimand Brant,15.5,8.4,3.7,34.8
Liver,Females,70 to 79,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Females,70 to 79,2014-18,3506.0,Mississauga Halton,22,8.6,8.1,40.2
Liver,Females,70 to 79,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Liver,Females,70 to 79,2014-18,3508.0,Central,26.3,7.9,12.6,42.3
Liver,Females,70 to 79,2014-18,3509.0,Central East,14.3,6.9,4.2,30.3
Liver,Females,70 to 79,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Females,70 to 79,2014-18,3511.0,Champlain,15.2,6.6,5.2,30.1
Liver,Females,70 to 79,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Females,70 to 79,2014-18,3513.0,North East,0,0,suppressed,suppressed
Liver,Females,70 to 79,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Females,70 to 79,2014-18,35.0,Ontario,16.2,2.4,11.8,21.1
Liver,Both sexes,80 plus,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,80 plus,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,80 plus,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,80 plus,2014-18,3504.0,Hamilton Niagara Haldimand Brant,16.1,6.4,6,30.3
Liver,Both sexes,80 plus,2014-18,3505.0,Central West,6.2,5.9,0.5,23.9
Liver,Both sexes,80 plus,2014-18,3506.0,Mississauga Halton,7.3,4.4,1.6,18.9
Liver,Both sexes,80 plus,2014-18,3507.0,Toronto Central,2.6,2.3,0.3,10.2
Liver,Both sexes,80 plus,2014-18,3508.0,Central,16.2,5.4,7.4,28
Liver,Both sexes,80 plus,2014-18,3509.0,Central East,12.9,6.2,3.8,27.5
Liver,Both sexes,80 plus,2014-18,3510.0,South East,20.3,8.5,6.9,38.6
Liver,Both sexes,80 plus,2014-18,3511.0,Champlain,8.9,4,3,18.7
Liver,Both sexes,80 plus,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,80 plus,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,80 plus,2014-18,3514.0,North West,15.4,9.2,3,36.9
Liver,Both sexes,80 plus,2014-18,35.0,Ontario,10.7,1.8,7.6,14.6
Liver,Males,80 plus,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Males,80 plus,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Males,80 plus,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Males,80 plus,2014-18,3504.0,Hamilton Niagara Haldimand Brant,12.8,9.9,1.3,37.5
Liver,Males,80 plus,2014-18,3505.0,Central West,7.9,9.1,0.2,35.1
Liver,Males,80 plus,2014-18,3506.0,Mississauga Halton,24.6,8.4,10.3,42
Liver,Males,80 plus,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Liver,Males,80 plus,2014-18,3508.0,Central,28.1,7.2,15.2,42.6
Liver,Males,80 plus,2014-18,3509.0,Central East,8.5,7.6,0.7,29.7
Liver,Males,80 plus,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Males,80 plus,2014-18,3511.0,Champlain,13.7,6.9,3.8,30
Liver,Males,80 plus,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Males,80 plus,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Males,80 plus,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Males,80 plus,2014-18,35.0,Ontario,12.1,2.7,7.5,17.9
Liver,Females,80 plus,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Females,80 plus,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Females,80 plus,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Females,80 plus,2014-18,3504.0,Hamilton Niagara Haldimand Brant,13.1,6.9,3.4,29.3
Liver,Females,80 plus,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Females,80 plus,2014-18,3506.0,Mississauga Halton,0,0,suppressed,suppressed
Liver,Females,80 plus,2014-18,3507.0,Toronto Central,7.9,6.1,1,24.8
Liver,Females,80 plus,2014-18,3508.0,Central,10.5,5.7,2.7,24.6
Liver,Females,80 plus,2014-18,3509.0,Central East,15.3,9.3,2.9,36.9
Liver,Females,80 plus,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Females,80 plus,2014-18,3511.0,Champlain,3.6,3.7,0.2,16.3
Liver,Females,80 plus,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Females,80 plus,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Females,80 plus,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Females,80 plus,2014-18,35.0,Ontario,9.1,2.3,5.2,14.2
Lung,Both sexes,all ages (15 to 99),2014-18,3501.0,Erie St Clair,21.7,1.6,18.6,24.9
Lung,Both sexes,all ages (15 to 99),2014-18,3502.0,South West,24.1,1.5,21.2,27
Lung,Both sexes,all ages (15 to 99),2014-18,3503.0,Waterloo Wellington,23.6,1.5,20.6,26.6
Lung,Both sexes,all ages (15 to 99),2014-18,3504.0,Hamilton Niagara Haldimand Brant,24.4,1.1,22.2,26.6
Lung,Both sexes,all ages (15 to 99),2014-18,3505.0,Central West,30,1.8,26.5,33.6
Lung,Both sexes,all ages (15 to 99),2014-18,3506.0,Mississauga Halton,29.3,1.6,26.2,32.5
Lung,Both sexes,all ages (15 to 99),2014-18,3507.0,Toronto Central,33.2,1.6,30.1,36.3
Lung,Both sexes,all ages (15 to 99),2014-18,3508.0,Central,34.6,1.3,32.1,37.2
Lung,Both sexes,all ages (15 to 99),2014-18,3509.0,Central East,28.5,1.2,26.1,30.8
Lung,Both sexes,all ages (15 to 99),2014-18,3510.0,South East,25.1,2,21.2,29.1
Lung,Both sexes,all ages (15 to 99),2014-18,3511.0,Champlain,26.6,1.3,24,29.1
Lung,Both sexes,all ages (15 to 99),2014-18,3512.0,North Simcoe Muskoka,27,1.8,23.5,30.6
Lung,Both sexes,all ages (15 to 99),2014-18,3513.0,North East,20.9,1.5,18,24
Lung,Both sexes,all ages (15 to 99),2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,all ages (15 to 99),2014-18,35.0,Ontario,27.2,0.4,26.4,28
Lung,Males,all ages (15 to 99),2014-18,3501.0,Erie St Clair,19.6,2.2,15.5,24
Lung,Males,all ages (15 to 99),2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Lung,Males,all ages (15 to 99),2014-18,3503.0,Waterloo Wellington,21.3,2.1,17.3,25.6
Lung,Males,all ages (15 to 99),2014-18,3504.0,Hamilton Niagara Haldimand Brant,19.8,1.4,17.1,22.7
Lung,Males,all ages (15 to 99),2014-18,3505.0,Central West,25.4,2.4,20.8,30.3
Lung,Males,all ages (15 to 99),2014-18,3506.0,Mississauga Halton,25.8,2.2,21.6,30.1
Lung,Males,all ages (15 to 99),2014-18,3507.0,Toronto Central,28.9,2.2,24.7,33.3
Lung,Males,all ages (15 to 99),2014-18,3508.0,Central,29.2,1.8,25.7,32.8
Lung,Males,all ages (15 to 99),2014-18,3509.0,Central East,25.6,2,21.9,29.5
Lung,Males,all ages (15 to 99),2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Lung,Males,all ages (15 to 99),2014-18,3511.0,Champlain,21.6,1.9,18.1,25.3
Lung,Males,all ages (15 to 99),2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Lung,Males,all ages (15 to 99),2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Lung,Males,all ages (15 to 99),2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Lung,Males,all ages (15 to 99),2014-18,35.0,Ontario,23,0.6,22,24.2
Lung,Females,all ages (15 to 99),2014-18,3501.0,Erie St Clair,23.4,2.2,19.1,27.9
Lung,Females,all ages (15 to 99),2014-18,3502.0,South West,26.8,1.9,23.1,30.6
Lung,Females,all ages (15 to 99),2014-18,3503.0,Waterloo Wellington,26.1,2.2,21.9,30.5
Lung,Females,all ages (15 to 99),2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Lung,Females,all ages (15 to 99),2014-18,3505.0,Central West,35.5,2.9,29.8,41.3
Lung,Females,all ages (15 to 99),2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Lung,Females,all ages (15 to 99),2014-18,3507.0,Toronto Central,37.8,2.4,33.1,42.5
Lung,Females,all ages (15 to 99),2014-18,3508.0,Central,39.8,1.8,36.2,43.4
Lung,Females,all ages (15 to 99),2014-18,3509.0,Central East,31.1,1.6,28,34.2
Lung,Females,all ages (15 to 99),2014-18,3510.0,South East,29.7,2.8,24.3,35.2
Lung,Females,all ages (15 to 99),2014-18,3511.0,Champlain,31,1.8,27.5,34.6
Lung,Females,all ages (15 to 99),2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Lung,Females,all ages (15 to 99),2014-18,3513.0,North East,25.5,2.3,21.2,30
Lung,Females,all ages (15 to 99),2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Lung,Females,all ages (15 to 99),2014-18,35.0,Ontario,31.1,0.6,30,32.2
Lung,Both sexes,15 to 29,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,15 to 29,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,15 to 29,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,15 to 29,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,15 to 29,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,15 to 29,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,15 to 29,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,15 to 29,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,15 to 29,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,15 to 29,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,15 to 29,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,15 to 29,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,15 to 29,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,15 to 29,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,15 to 29,2014-18,35.0,Ontario,74.8,9.1,51.8,87.9
Lung,Males,15 to 29,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Lung,Males,15 to 29,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Lung,Males,15 to 29,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Lung,Males,15 to 29,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Lung,Males,15 to 29,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Lung,Males,15 to 29,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Lung,Males,15 to 29,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Lung,Males,15 to 29,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Lung,Males,15 to 29,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
