"REF_DATE","GEO","DGUID","Sex","Primary types of cancer ","Trends","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299914206","2.1.21.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299914207","2.1.21.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299914210","2.1.22.1.1","-0.4","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","First trend","Start year of period","Number","223","units","0","v1299914211","2.1.22.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","First trend","End year of period","Number","223","units","0","v1299914212","2.1.22.1.3","2013","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299914215","2.1.22.2.1","-2.7","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Second trend","Start year of period","Number","223","units","0","v1299914216","2.1.22.2.2","2013","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Second trend","End year of period","Number","223","units","0","v1299914217","2.1.22.2.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299914220","2.1.22.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Third trend","Start year of period","Number","223","units","0","v1299914221","2.1.22.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Third trend","End year of period","Number","223","units","0","v1299914222","2.1.22.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914225","2.1.22.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Fourth trend","Start year of period","Number","223","units","0","v1299914226","2.1.22.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Fourth trend","End year of period","Number","223","units","0","v1299914227","2.1.22.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914230","2.1.22.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Fifth trend","Start year of period","Number","223","units","0","v1299914231","2.1.22.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Fifth trend","End year of period","Number","223","units","0","v1299914232","2.1.22.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299914235","2.1.22.6.1","-2.7","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Latest trend","Start year of period","Number","223","units","0","v1299914236","2.1.22.6.2","2013","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Latest trend","End year of period","Number","223","units","0","v1299914237","2.1.22.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299914240","2.1.22.7.1","-0.8","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Overall trend since 1984","Start year of period","Number","223","units","0","v1299914241","2.1.22.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Overall trend since 1984","End year of period","Number","223","units","0","v1299914242","2.1.22.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299914245","2.1.22.8.1","-2.2","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299914246","2.1.22.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Kidney and renal pelvis","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299914247","2.1.22.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299914250","2.1.23.1.1","-1.2","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","First trend","Start year of period","Number","223","units","0","v1299914251","2.1.23.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","First trend","End year of period","Number","223","units","0","v1299914252","2.1.23.1.3","1997","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299914255","2.1.23.2.1","0.2","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Second trend","Start year of period","Number","223","units","0","v1299914256","2.1.23.2.2","1997","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Second trend","End year of period","Number","223","units","0","v1299914257","2.1.23.2.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299914260","2.1.23.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Third trend","Start year of period","Number","223","units","0","v1299914261","2.1.23.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Third trend","End year of period","Number","223","units","0","v1299914262","2.1.23.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914265","2.1.23.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Fourth trend","Start year of period","Number","223","units","0","v1299914266","2.1.23.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Fourth trend","End year of period","Number","223","units","0","v1299914267","2.1.23.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914270","2.1.23.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Fifth trend","Start year of period","Number","223","units","0","v1299914271","2.1.23.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Fifth trend","End year of period","Number","223","units","0","v1299914272","2.1.23.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299914275","2.1.23.6.1","0.2","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Latest trend","Start year of period","Number","223","units","0","v1299914276","2.1.23.6.2","1997","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Latest trend","End year of period","Number","223","units","0","v1299914277","2.1.23.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299914280","2.1.23.7.1","-0.3","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Overall trend since 1984","Start year of period","Number","223","units","0","v1299914281","2.1.23.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Overall trend since 1984","End year of period","Number","223","units","0","v1299914282","2.1.23.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299914285","2.1.23.8.1","0.2","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299914286","2.1.23.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Brain and central nervous system","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299914287","2.1.23.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299914290","2.1.24.1.1","0.3","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","First trend","Start year of period","Number","223","units","0","v1299914291","2.1.24.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","First trend","End year of period","Number","223","units","0","v1299914292","2.1.24.1.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299914295","2.1.24.2.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","Second trend","Start year of period","Number","223","units","0","v1299914296","2.1.24.2.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","Second trend","End year of period","Number","223","units","0","v1299914297","2.1.24.2.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299914300","2.1.24.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","Third trend","Start year of period","Number","223","units","0","v1299914301","2.1.24.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","Third trend","End year of period","Number","223","units","0","v1299914302","2.1.24.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914305","2.1.24.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","Fourth trend","Start year of period","Number","223","units","0","v1299914306","2.1.24.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","Fourth trend","End year of period","Number","223","units","0","v1299914307","2.1.24.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914310","2.1.24.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","Fifth trend","Start year of period","Number","223","units","0","v1299914311","2.1.24.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","Fifth trend","End year of period","Number","223","units","0","v1299914312","2.1.24.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Thyroid","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299914315","2.1.24.6.1","0.3","","","","1"
